pl_name,hostname,sy_dist,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_spectype,st_teff,st_mass,disc_year
"HD 140901 b","HD 140901",15.25280000,4.07000000,15.57359194,9.02378000000,,"G7 IV",5610.00,0.990000,2022
"HD 63433 c","HD 63433",22.40350000,2.69200000,15.53900000,20.54382810000,678.92,"G5 V",5553.00,0.956000,2020
"TOI-178 d","TOI-178",62.69900000,2.69500000,5.20000000,6.55756900000,690.00,"K",4316.00,0.647000,2021
"TOI-178 e","TOI-178",62.69900000,2.30100000,3.48000000,9.96318000000,600.00,"K",4316.00,0.647000,2021
"HR 5183 b","HR 5183",31.46070000,13.10000000,1052.01202717,27000.00000000000,171.00,"G0 V",5794.00,1.070000,2019
"HD 85390 b","HD 85390",33.52250000,6.16000000,31.46517000,799.52000000000,,"K1.5 V",5186.00,0.758000,2009
"eps Eri b","eps Eri",3.20260000,14.10000000,209.76674862,2671.00000000000,,"K2 V",5020.38,0.820000,2000
"55 Cnc e","55 Cnc",12.58550000,1.87500000,7.99000000,0.73654740000,1958.00,"G8 V",5172.00,0.905000,2004
"HD 17156 b","HD 17156",78.08630000,12.26262489,1036.12060682,21.21642940000,888.00,"G5",6046.00,1.285000,2007
"HD 189567 b","HD 189567",17.90550000,2.85000000,8.50000000,14.28800000000,,"G3 V",5726.00,0.830000,2021
"HD 23472 e","HD 23472",39.03410000,0.81800000,0.72000000,7.90754000000,723.00,"K4 V",4684.00,0.670000,2022
"AF Lep b","AF Lep",26.85640000,13.00000000,1147.36054927,8905.00000000000,1400.00,"F8",6140.00,1.218000,2023
"TOI-178 b","TOI-178",62.69900000,1.20000000,0.96000000,1.91456010000,1040.00,"K",4316.00,0.647000,2021
"TOI-178 c","TOI-178",62.69900000,1.75400000,4.64000000,3.23848600000,873.00,"K",4316.00,0.647000,2021
"TOI-756 b","TOI-756",86.17590000,2.81000000,9.83000000,1.23924950000,934.00,"M1 V",3657.00,0.505000,2025
"GJ 433 c","GJ 433",9.06456000,6.27000000,32.42200000,5094.10500000000,,"M2V",3461.00,0.480000,2014
"TOI-5736 b","TOI-5736",92.36040000,1.56000000,3.05000000,0.64899000000,1311.00,,3949.00,0.570000,2025
"TOI-5489 c","TOI-5489",45.09070000,1.28000000,2.18000000,4.92126000000,536.00,,3547.00,0.410000,2025
"HD 160691 b","HD 160691",15.59810000,,1366.66215010,645.00000000000,,"G3 IV-V",5773.00,1.130000,2000
"TOI-521 b","TOI-521",60.94250000,1.98000000,5.30000000,1.54285047000,794.00,"M3",3544.00,0.420000,2025
"TOI-1648 b","TOI-1648",69.83500000,2.54000000,7.40000000,7.33160200000,799.00,,4850.00,0.830000,2025
"TOI-2076 b","TOI-2076",41.90910000,2.39000000,16.10000000,10.35523500000,738.00,"K",5201.00,0.883000,2021
"HD 220197 b","HD 220197",64.41100000,9.32000000,63.56600000,1728.00000000000,,"G5",5683.00,0.910000,2018
"HD 233832 b","HD 233832",58.74200000,13.50000000,565.73740000,2058.00000000000,,"G0",4981.00,0.710000,2018
"GJ 1061 d","GJ 1061",3.67278000,1.16000000,1.67000000,13.06600000000,,"M5.5 V",2953.00,0.120000,2020
"Kepler-1649 b","Kepler-1649",92.19130000,1.01700000,1.03000000,8.68909900000,307.00,,3240.00,0.197700,2017
"Kepler-1649 c","Kepler-1649",92.19130000,1.06000000,1.20000000,19.53527000000,234.00,,3240.00,0.197700,2020
"DMPP-8 b","DMPP-8",76.13350000,10.80000000,81.09000000,62.91500000000,,,6009.00,0.990000,2026
"GJ 180 b","GJ 180",11.94070000,2.43000000,6.49000000,17.13300000000,,"M3",3371.00,0.430000,2014
"HD 164922 c","HD 164922",22.00160000,3.66000000,13.00000000,75.74000000000,400.50,"G9 V",5390.00,0.926000,2016
"WASP-8 b","WASP-8",89.96060000,12.66617000,807.28820000,8.15872000000,1059.00,"G8 V",5600.00,1.340000,2010
"HD 107148 c","HD 107148",49.41560000,4.70000000,19.89605828,18.32670000000,,"G5 V",5752.92,1.105215,2021
"HD 160691 d","HD 160691",15.59810000,3.23000000,10.49000000,9.63920000000,900.00,"G3 IV-V",5773.00,1.130000,2004
"HD 136925 b","HD 136925",47.87400000,13.90000000,266.97586188,4540.00000000000,,,5773.19,0.875104,2021
"HD 156668 c","HD 156668",24.33230000,6.17000000,31.49679513,811.30000000000,,"K2",4903.69,0.785167,2021
"HD 164922 e","HD 164922",22.00160000,3.23000000,10.52012027,41.76300000000,,"G9 V",5393.43,0.921146,2021
"HD 3765 b","HD 3765",17.92600000,8.56000000,54.98431441,1211.00000000000,,"K2V",5049.80,0.851785,2021
"Gl 686 b","Gl 686",8.15728000,2.46000000,6.62400000,15.53000000000,379.00,"M1.0 V",3656.00,0.426000,2018
"HD 180617 b","HD 180617",5.91059000,3.53000000,12.21400000,105.91100000000,,"M2.5 V",3534.00,0.484000,2018
"HD 13808 b","HD 13808",28.23050000,3.35000000,11.20000000,14.18150000000,,"K2 V",5035.00,0.771000,2021
"HD 13808 c","HD 13808",28.23050000,3.13000000,9.96000000,53.75300000000,,"K2 V",5035.00,0.771000,2021
"HD 216520 c","HD 216520",19.55200000,3.03000000,9.44000000,154.43000000000,,"K2",5103.00,0.820000,2020
"HIP 107772 b","HIP 107772",23.64340000,3.64000000,12.90000000,55.19900000000,,"M0 V",4006.00,0.630000,2020
"HD 238090 b","HD 238090",15.23540000,2.52000000,6.89000000,13.67100000000,469.60,"M0.0 V",3933.00,0.578000,2020
"GJ 414 A c","GJ 414 A",11.88930000,8.40000000,53.83000000,749.83000000000,124.70,"K7 V",4120.00,0.650000,2021
"GJ 414 A b","GJ 414 A",11.88930000,2.63000000,7.60000000,50.80000000000,308.60,"K7 V",4120.00,0.650000,2021
"HIP 75092 b","HIP 75092",81.66960000,13.50000000,568.91284853,926.40000000000,,"K0 III",4891.00,1.280000,2021
"DMPP-6 c","DMPP-6",54.63030000,3.74000000,13.47000000,36.44100000000,,,6182.09,1.079000,2026
"HD 93385 c","HD 93385",43.34750000,2.56000000,7.10000000,13.18000000000,,"G2/G3 V",5977.00,1.040000,2021
"HD 93385 b","HD 93385",43.34750000,1.88000000,4.20000000,7.34260000000,,"G2/G3 V",5977.00,1.040000,2021
"HD 203030 b","HD 203030",39.25030000,14.45958510,3496.11247700,,1040.00,"G8 V",5603.00,0.940000,2006
"HD 96700 d","HD 96700",25.41110000,3.61000000,12.70000000,103.50000000000,,"G0 V",5845.00,0.890000,2021
"HD 96700 b","HD 96700",25.41110000,2.93000000,8.90000000,8.12450000000,,"G0 V",5845.00,0.890000,2021
"HD 27969 b","HD 27969",67.93280000,12.90000000,1525.57635360,654.50000000000,261.00,"G0 V",5966.00,1.160000,2021
"HD 115954 b","HD 115954",87.64370000,12.60000000,2685.65003915,3700.00000000000,144.90,"G0 V",5957.00,1.180000,2021
"HD 211403 b","HD 211403",83.09190000,12.80000000,1760.76937478,223.80000000000,380.00,"F7 V",6273.00,1.200000,2021
"HD 109286 b","HD 109286",55.41560000,13.20000000,950.30693693,520.10000000000,259.40,"G4 V",5694.00,0.980000,2021
"CD Cet b","CD Cet",8.60715000,1.82000000,3.95000000,2.29070000000,464.00,"M5.0 V",3130.00,0.161000,2020
"GJ 9689 b","GJ 9689",30.62030000,3.07000000,9.65000000,18.27000000000,453.04,"M0.5",3836.00,0.590000,2020
"G 264-012 b","G 264-012",16.00900000,1.39000000,2.50000000,2.30538000000,587.00,"M4.0 V",3326.00,0.297000,2021
"K2-137 b","K2-137",98.87650000,0.64000000,158.91500000,0.17971900000,1471.00,"M3 V",3697.00,0.463000,2017
"K2-354 b","K2-354",91.72200000,1.56000000,3.05000000,3.79330600000,543.00,,3669.00,0.430000,2021
"BD+63 1405 b","BD+63 1405",38.04730000,12.40000000,3305.41543280,1198.48000000000,,"K0",5000.00,0.816000,2021
"HD 155193 b","HD 155193",57.79950000,14.00000000,238.37130525,352.65000000000,,"F8 IV",6239.00,1.221000,2021
"K2-122 b","K2-122",72.04440000,1.16000000,1.65000000,2.21930230000,769.00,"M0",4009.00,0.630000,2017
"HD 22496 b","HD 22496",13.59560000,2.22000000,5.57000000,5.09071000000,573.00,"K5/M0V",4385.00,0.684000,2021
"K2-184 b","K2-184",75.58570000,1.47000000,2.76000000,16.97801020000,533.00,,5245.00,0.840000,2018
"ups Leo b","ups Leo",52.59730000,14.20000000,162.09248757,385.20000000000,,"G9 III",4836.00,1.480000,2021
"gam Psc b","gam Psc",41.31070000,13.60000000,425.89006538,555.10000000000,,"G7 III",4742.00,0.990000,2021
"HIP 34222 b","HIP 34222",22.83860000,13.90000000,263.79757781,159.98600000000,,"K7 V",4050.00,0.620000,2021
"HIP 86221 b","HIP 86221",29.48980000,14.00000000,225.65816897,2.22400000000,,"K5 V",,0.790000,2021
"YZ Cet b","YZ Cet",3.71207000,0.91300000,0.70000000,2.02087000000,471.20,"M4.5 V",3151.00,0.142000,2017
"YZ Cet c","YZ Cet",3.71207000,1.05000000,1.14000000,3.05989000000,410.30,"M4.5 V",3151.00,0.142000,2017
"b Cen AB b","b Cen A",98.09350000,12.40000000,3464.32963630,1790000.00000000000,,"B2.5 V",,5.500000,2021
"K2-400 b","K2-400",62.38040000,1.16300000,1.67000000,3.86505300000,,"M3",3578.00,0.374000,2022
"HD 106252 b","HD 106252",38.18500000,12.50000000,3178.28407000,1535.00000000000,,"G0",5874.00,1.050000,2002
"HD 171238 b","HD 171238",44.81130000,12.50000000,2796.88998160,1515.00000000000,,"G8 V",5467.00,0.920000,2009
"HD 81040 b","HD 81040",34.43410000,12.60000000,2301.07766668,1002.70000000000,,"G2/G3",5755.00,0.990000,2005
"HD 140901 c","HD 140901",15.25280000,13.40000000,572.09113260,14386.00000000000,,"G7 IV",5610.00,1.060000,2022
"HD 181433 d","HD 181433",26.87620000,13.20000000,858.13669890,6896.10000000000,,"K3 IV",4918.00,0.860000,2008
"HD 29021 b","HD 29021",30.99390000,12.90000000,1420.69297929,1365.00000000000,,"G5",5560.00,0.860000,2017
"Ross 508 b","Ross 508",11.21030000,1.83000000,4.00000000,10.77000000000,,"M4.5 V",3071.00,0.177400,2022
"HD 83443 b","HD 83443",40.89910000,14.10000000,127.76701961,2.98562800000,,"K0 V",5442.00,1.000000,2002
"HD 83443 c","HD 83443",40.89910000,13.60000000,476.74261050,8241.00000000000,,"K0 V",5442.00,1.000000,2022
"K2-384 b","K2-384",82.66030000,1.07600000,1.26000000,2.23152700000,,"M4 V",3623.00,0.330000,2022
"iot Dra c","iot Dra",31.32832000,12.20000000,4958.12314920,25000.00000000000,,"K2 III",4504.00,1.540000,2022
"iot Dra b","iot Dra",31.32832000,12.40000000,3756.73177074,510.85440000000,,"K2 III",4504.00,1.540000,2002
"K2-384 c","K2-384",82.66030000,1.19100000,1.82000000,4.19476600000,,"M4 V",3623.00,0.330000,2022
"GJ 9066 c","GJ 9066",4.47100000,9.60000000,66.74396547,771.36000000000,,"M5.0 V",3154.00,0.150000,2020
"HD 39091 b","HD 39091",18.27020000,12.30000000,4481.38053870,2088.80000000000,,"G0 V",5998.00,1.070000,2001
"pi Men d","HD 39091",18.27020000,3.72000000,13.38000000,124.64000000000,,"G0 V",5998.00,1.070000,2022
"K2-384 e","K2-384",82.66030000,1.34500000,2.37000000,9.71504300000,,"M4 V",3623.00,0.330000,2022
"TOI-5799 c","TOI-5799",27.81230000,1.76000000,3.75000000,14.01044900000,337.00,"M2 V",3452.00,0.325000,2025
"HD 103891 b","HD 103891",55.52130000,13.20000000,918.52409623,1919.00000000000,,"F9",6072.00,1.280000,2022
"HD 7924 d","HD 7924",16.99220000,,1568.16536014,24.45100000000,499.00,"K0.5 V",5075.00,0.832000,2015
"GJ 4274 b","GJ 4274",7.23556000,1.53000000,2.97000000,1.63390000000,,"M4.5 V",3228.00,0.180000,2026
"HD 142 A d","HD 142",26.18530000,10.90000000,82.63538582,108.45299000000,,"F7V",6245.00,1.210000,2022
"GJ 2030 c","GJ 2030",37.07880000,12.30000000,4069.15709482,25533.11353000000,,,5485.00,0.960000,2022
"HD 125612 c","HD 125612",57.62070000,4.07000000,15.57359194,4.15466000000,,"G3 V",5900.00,1.050000,2009
"HD 219828 c","HD 219828",73.11400000,12.20000000,5102.41724598,4789.87297000000,,"G0 IV",5891.00,1.040000,2016
"GJ 676 A c","GJ 676 A",16.02720000,12.30000000,4288.14086724,13921.42302000000,,"M0",3734.00,0.626000,2016
"HD 149806 b","HD 149806",20.27270000,12.30000000,4003.68444298,16521.52778000000,,"K0V",5352.05,0.930000,2022
"GJ 9714 b","GJ 9714",20.51210000,12.50000000,2988.54051102,19240.75467000000,,"K5V",4263.00,0.670000,2022
"HD 142 b","HD 142",26.18530000,12.70000000,2256.58168970,351.43394000000,,"F7V",6245.00,1.210000,2001
"HD 224538 b","HD 224538",79.06080000,12.70000000,2075.73732612,1202.05199000000,,"F8/G0 IV/V",6097.00,1.230000,2016
"HD 153557 d","HD 153557",17.94120000,11.90000000,8725.66108578,40654.64809000000,,"K0",4837.00,0.790000,2022
"HD 115404 A b","HD 115404 A",10.98160000,6.09000000,30.82935548,10.49488000000,,"K2V",5019.17,0.830000,2022
"HD 30177 c","HD 30177",55.58670000,12.70000000,1954.64470305,12085.45186000000,,"G8 V",5580.00,0.980000,2016
"HD 156098 b","HD 156098",48.24900000,4.12000000,15.89142035,21.85849000000,,,6419.19,1.290000,2022
"HD 12235 c","HD 12235",31.76270000,12.50000000,3135.69506346,36336.70679000000,,,5986.00,1.100000,2022
"HD 203387 b","HD 203387",61.74770000,13.10000000,1106.04285636,512.53520000000,,,5174.32,2.817000,2022
"HD 169830 c","HD 169830",37.60480000,12.60000000,2437.42605328,1818.82339000000,,"F7 V",6300.00,1.170000,2003
"HD 169830 b","HD 169830",37.60480000,13.20000000,804.42369812,225.67372000000,345.00,"F8 V",6300.00,1.170000,2000
"HD 156098 c","HD 156098",48.24900000,12.80000000,1661.60691180,7841.58390000000,,,6419.19,1.290000,2022
"HIP 35965 b","HIP 35965",50.16770000,12.60000000,2589.98368864,26125.56497000000,,,4836.00,0.780000,2022
"HD 203387 c","HD 203387",61.74770000,12.60000000,2378.94562640,2481.07227000000,,,5174.32,2.817000,2022
"bet Pic c","bet Pic",19.74420000,12.50000000,3222.46221857,1192.77951000000,1250.00,"A5V",8038.68,1.795000,2019
"HD 25015 b","HD 25015",37.43300000,12.50000000,2884.92845034,6134.42700000000,,"K2 V",5160.00,0.860000,2019
"GJ 229 b","GJ 229",5.75624000,3.97000000,14.93793513,579.47495000000,,"M1.5V",3564.00,0.509000,2014
"HD 18143 c","HD 18143",22.52430000,12.50000000,3177.64841319,28982.41764000000,,"K2",5078.00,0.850000,2022
"HD 217786 b","HD 217786",55.48470000,12.30000000,4402.55909376,1301.36009000000,,"F8 V",5966.00,1.140000,2011
"HD 204313 c","HD 204313",47.79450000,4.31000000,17.16273398,34.95875000000,,"G5 V",5767.00,1.030000,2015
"HD 190228 b","HD 190228",62.71460000,12.90000000,1598.67688721,1143.59858000000,,"G5 IV",5360.00,1.415000,2022
"HD 23596 b","HD 23596",52.00180000,12.40000000,3786.60764100,1535.11912000000,,"F8",6040.00,1.100000,2003
"HIP 90988 b","HIP 90988",94.03490000,13.40000000,668.07531151,455.73816000000,,"K1 III",4883.00,1.613000,2021
"HD 204313 e","HD 204313",47.79450000,12.20000000,4868.17771002,7325.64666000000,,"G5 V",5767.00,1.030000,2022
"HD 30177 b","HD 30177",55.58670000,12.60000000,2670.71210402,2514.53422000000,,"G8 V",5580.00,0.980000,2002
"HD 217958 b","HD 217958",61.79570000,14.20000000,166.54208527,2560.19774000000,,,5930.64,1.080000,2022
"HD 213519 b","HD 213519",41.00140000,2.99000000,9.21702380,11.12214000000,,,5840.00,1.050000,2022
"HD 43197 b","HD 43197",62.41120000,14.20000000,175.75910907,308.92072000000,,"G8 V",5508.00,0.960000,2010
"HD 4113 b","HD 4113",41.87270000,13.50000000,541.26177712,526.52390000000,,"G5 V",5688.00,1.008000,2007
"HD 95544 b","HD 95544",87.80490000,12.80000000,1913.64483855,2041.54152000000,156.50,"G0",5722.00,1.010000,2021
"HD 25912 c","HD 25912",49.16610000,12.20000000,5252.75008249,26308.65619000000,,,5920.58,1.080000,2022
"HD 105618 c","HD 105618",70.08370000,11.90000000,8419.59232984,77114.07158000000,,,5671.00,1.010000,2022
"HD 28192 b","HD 28192",49.80630000,12.20000000,99.79811980,14.23283000000,,,5919.87,1.080000,2022
"HD 43197 c","HD 43197",62.41120000,12.60000000,2500.67390628,9295.97350000000,,"G8 V",5508.00,0.960000,2022
"HD 74156 c","HD 74156",57.60300000,12.50000000,2753.98314665,2448.48726000000,,"G0",6068.00,1.100000,2003
"HD 74156 b","HD 74156",57.60300000,13.50000000,532.36258173,51.63564000000,,"G0",6068.00,1.100000,2003
"HD 7449 b","HD 7449",38.66200000,12.60000000,2597.92939882,1270.55195000000,,"F9.5 V",6024.00,1.196000,2011
"HD 110537 b","HD 110537",45.08580000,11.90000000,8612.83200129,24469.67342000000,,"G6/8 V",5718.00,1.020000,2022
"HD 56957 b","HD 56957",61.49250000,12.80000000,1880.90851263,5859.08992000000,,,5743.00,1.030000,2022
"HD 86264 b","HD 86264",67.81070000,12.50000000,3117.26101586,1488.79123000000,,"F7 V",6210.00,1.260000,2009
"HD 111232 c","HD 111232",28.95710000,12.20000000,5740.93451564,26472.44623000000,,"G8 V",5512.00,0.960000,2022
"HD 62549 b","HD 62549",49.33050000,12.60000000,2707.58019923,14306.88519000000,,,5930.46,1.080000,2022
"HD 142 c","HD 142",26.18530000,12.40000000,3464.64746471,10159.64279000000,,"F7V",6245.00,1.210000,2012
"HD 73267 c","HD 73267",50.40930000,12.80000000,1630.77755632,17071.78045000000,,"K0 V",5387.00,0.930000,2022
"HD 219077 b","HD 219077",29.18640000,12.50000000,3057.50927534,5478.68861000000,,"G8 V+",5362.00,0.920000,2012
"HD 113337 b","HD 113337",36.18000000,13.10000000,1035.80277841,317.58639000000,,"F6 V",6774.00,1.410000,2013
"HD 125271 b","HD 125271",39.34660000,12.40000000,3465.60094993,14901.99295000000,,,4703.93,0.750000,2022
"HD 127506 b","HD 127506",22.52790000,5.67000000,27.33324300,65.78395000000,,"K3V",4595.32,0.730000,2022
"bet Pic b","bet Pic",19.74420000,18.49485000,3727.80938570,8617.50952000000,1612.00,"A5V",8038.68,1.795000,2008
"HD 215497 b","HD 215497",40.54680000,,1588.82420659,3.93404000000,,"K3 V",5110.00,0.670000,2009
"HD 93351 b","HD 93351",56.16300000,1.69000000,3.49611248,2.45946000000,,,5408.00,0.940000,2022
"HD 88072 b","HD 88072",35.90980000,12.60000000,2511.79790052,18538.79293000000,,,5785.33,1.040000,2022
"HD 93351 c","HD 93351",56.16300000,12.30000000,4154.01727949,14010.29410000000,,,5408.00,0.940000,2022
"HD 10697 b","HD 10697",33.12050000,12.80000000,1825.28854140,1075.37990000000,,"G3 V",5641.00,0.990000,1999
"HD 10180 e","HD 10180",38.96070000,5.39000000,25.10000000,49.74800000000,,"G1 V",5911.00,1.060000,2010
"Wolf 1069 b","Wolf 1069",9.58341000,1.08000000,1.26000000,15.56400000000,250.10,"M5.0 V",3158.00,0.167000,2023
"Kepler-138 b","Kepler-138",66.86240000,0.64000000,0.07000000,10.31340000000,452.00,"M1 V",3841.00,0.535000,2014
"Kepler-138 d","Kepler-138",66.86240000,1.51000000,2.10000000,23.09230000000,345.00,"M1 V",3841.00,0.535000,2014
"Kepler-138 c","Kepler-138",66.86240000,1.51000000,2.30000000,13.78150000000,410.00,"M1 V",3841.00,0.535000,2014
"K2-3 b","K2-3",44.07270000,2.07800000,5.11000000,10.05465350000,501.30,"M V",3844.00,0.549000,2015
"HIP 21152 b","HIP 21152",43.40730000,12.00000000,7627.88176800,22000.00000000000,1300.00,"F5 V",6655.00,1.400000,2022
"HD 95735 c","GJ 411",5.67577300,3.76000000,13.60000000,2946.00000000000,,"M1.5 V",3719.00,0.389900,2021
"TOI-1238 b","TOI-1238",70.71450000,1.21000000,3.76000000,0.76459700000,1133.00,"K7/M0",4089.00,0.590000,2022
"GJ 1002 c","GJ 1002",4.84867000,1.10000000,1.36000000,21.20200000000,181.70,"M5.5 V",3024.00,0.120000,2022
"HD 45364 b","HD 45364",34.35400000,9.03000000,60.16491745,225.79000000000,,"K0 V",5466.00,0.820000,2008
"L 363-38 b","L 363-38",10.22950000,2.00000000,4.67000000,8.78100000000,330.00,,3129.00,0.210000,2023
"HD 45364 c","HD 45364",34.35400000,14.20000000,174.48779544,345.43000000000,,"K0 V",5466.00,0.820000,2008
"HD 184010 d","HD 184010",60.79930000,14.30000000,143.02278315,836.40000000000,,"K0 III-IV",4971.00,1.350000,2022
"HD 184010 b","HD 184010",60.79930000,12.10000000,98.52680617,286.60000000000,,"K0 III-IV",4971.00,1.350000,2022
"DMPP-4 b","DMPP-4",25.32840000,3.53000000,12.20000000,3.49820000000,,"F5-F8 V",6400.00,1.250000,2023
"HN Lib b","HN Lib",6.24442000,2.20000000,5.46000000,36.11600000000,234.40,"M4.0 V",3347.00,0.291000,2023
"HAT-P-20 b","HAT-P-20",71.03740000,9.71800000,2302.89900000,2.87531700000,970.00,"K3",4595.00,0.756000,2010
"Kepler-409 b","Kepler-409",68.17300000,1.19900000,6.00000000,68.95832160000,438.00,,5421.00,0.913000,2014
"HD 74698 b","HD 74698",52.06480000,5.12000000,23.00000000,15.01700000000,,"G5 V",5783.00,1.039000,2023
"HD 112300 b","HD 112300",62.07324000,12.20000000,5031.22368281,466.63000000000,,"M1 III",3657.00,1.400000,2023
"HD 74698 c","HD 74698",52.06480000,14.00000000,126.00000000,3449.00000000000,,"G5 V",5783.00,1.039000,2023
"HD 6860 b","HD 6860",61.12469000,11.90000000,8981.83078182,663.87000000000,,"M0 III",3802.00,2.490000,2023
"HD 108236 b","HD 108236",64.59780000,1.61500000,3.24000000,3.79596300000,1099.00,"G3 V",5660.00,0.869000,2020
"VHS J125601.92-125723.9 b","VHS J125601.92-125723.9",12.70000000,13.67495645,5085.25451200,5800000.00000000000,1194.00,"M7.5",2620.00,0.070000,2015
"K2-417 b","K2-417",94.04240000,3.31000000,699.22249540,6.53500000000,558.00,"M V",3861.00,0.569000,2023
"K2-18 c","K2-18",38.02660000,2.65000000,7.51000000,8.96200000000,363.00,"M2.5 V",3457.00,0.359000,2017
"gam Lib c","gam Lib",47.40170000,12.80000000,1662.56039702,966.49000000000,,"K0 III",4879.00,1.780000,2018
"Kepler-93 c","Kepler-93",95.91150000,,954.00000000,1460.00000000000,,,5669.00,0.910000,2014
"HD 134606 b","HD 134606",26.79090000,2.97000000,9.09000000,12.08900000000,,"G5IV",5576.00,1.046000,2024
"HIP 66074 b","HIP 66074",35.44380000,12.90000000,1589.14203500,310.90000000000,,,4300.00,0.705000,2023
"HD 134606 c","HD 134606",26.79090000,3.37000000,11.31000000,58.88300000000,,"G5IV",5576.00,1.046000,2024
"HD 134606 d","HD 134606",26.79090000,7.59000000,44.80000000,966.50000000000,,"G5IV",5576.00,1.046000,2024
"HD 99492 c","HD 99492",18.20380000,4.42000000,17.90000000,95.23300000000,,"K2 V",4929.00,0.850000,2023
"HD 134606 e","HD 134606",26.79090000,1.33000000,2.34000000,4.32030000000,,"G5IV",5576.00,1.046000,2024
"18 Del b","18 Del",76.22200000,12.50000000,2926.24614325,982.85000000000,,"G6 III",4980.00,2.100000,2008
"6 Lyn b","6 Lyn",54.65990000,13.40000000,597.83523357,919.86000000000,,"K0 IV",4941.00,1.320000,2008
"GJ 724 b","GJ 724",16.96580000,3.27000000,10.75000000,5.10128400000,611.00,"M1.0 V",3799.00,0.527100,2023
"GJ 3988 b","GJ 3988",9.91050000,1.74000000,3.69000000,6.94420000000,348.00,"M4.5 V",3273.00,0.184200,2023
"HD 167042 b","HD 167042",49.66330000,13.60000000,444.00628458,417.67000000000,,"K1 IV",4919.00,1.390000,2007
"HD 81688 b","HD 81688",85.71830000,13.50000000,525.68818518,183.93000000000,,"K0 III-IV",4797.00,1.070000,2007
"kap CrB b","kap CrB",30.06510000,13.40000000,591.16380000,1253.68000000000,,"K0 III-IV",4840.00,1.330000,2007
"GJ 9404 b","GJ 9404",23.88390000,3.48000000,11.90000000,13.45860000000,,"M2V",3811.00,0.620000,2023
"HD 100777 b","HD 100777",49.53360000,13.70000000,390.92894061,383.00000000000,,"G8 V",5533.00,1.080000,2007
"nu Oph b","nu Oph",46.21070000,12.00000000,7057.73298000,529.93000000000,,"K0 III",4887.00,2.610000,2012
"nu Oph c","nu Oph",46.21070000,12.00000000,7838.32346000,3180.60000000000,,"K0 III",4887.00,2.610000,2012
"HD 5608 b","HD 5608",58.11050000,13.70000000,371.22357938,768.70000000000,,"K0 IV",4807.00,1.290000,2012
"75 Cet b","75 Cet",82.96130000,13.30000000,787.89662095,696.62000000000,,"G3 III",4809.00,1.920000,2012
"HD 28254 b","HD 28254",55.28840000,13.00000000,1207.74794660,1333.00000000000,,"G5 V",5664.00,1.100000,2010
"omi UMa b","omi UMa",54.91490000,13.00000000,1160.39151396,1569.81000000000,,"G4 II-III",5075.00,2.720000,2012
"Teegarden's Star b","Teegarden's Star",3.83078000,1.05000000,1.16000000,4.90634000000,277.00,"M7.0 V",3034.00,0.097000,2019
"LP 791-18 b","LP 791-18",26.49270000,1.21200000,1.94000000,0.94799810000,564.30,"M(6.1 +/- 0.7) V",2960.00,0.139000,2019
"Teegarden's Star c","Teegarden's Star",3.83078000,1.02000000,1.05000000,11.41600000000,209.00,"M7.0 V",3034.00,0.097000,2019
"ome Ser b","ome Ser",76.75560000,14.00000000,233.92170755,278.59000000000,,"G8 III",4724.00,1.010000,2013
"Teegarden's Star d","Teegarden's Star",3.83078000,0.95400000,0.82000000,26.13000000000,159.00,"M7.0 V",3034.00,0.097000,2024
"HD 73256 c","HD 73256",36.70800000,12.20000000,5085.25451200,2690.00000000000,,"G8 IV",5570.00,1.000000,2023
"gam Lib b","gam Lib",47.40170000,13.70000000,357.87478628,414.88000000000,,"K0 III",4879.00,1.780000,2018
"TOI-969 c","TOI-969",77.25540000,12.40000000,3591.46099910,1700.00000000000,96.40,"K V",4435.00,0.734000,2022
"TIC 46432937 b","TIC 46432937",90.53690000,13.31626907,1017.05090240,1.44044527000,872.00,,3572.00,0.563000,2024
"TOI-1136 b","TOI-1136",84.53620000,1.90000000,3.50000000,4.17270000000,1216.00,,5770.00,1.022000,2022
"HD 332231 b","HD 332231",80.66650000,9.07303305,74.10000000,18.71202400000,798.30,"F8",6128.00,1.164200,2020
"TOI-1807 b","TOI-1807",42.57750000,1.49681583,2.44000000,0.54937097000,1694.10,,4914.00,0.804800,2021
"TOI-1630.01","TOI-1630",66.09290000,2.41700000,6.42000000,12.05573473300,584.00,,5504.00,0.950000,2024
"TOI-2095 c","TOI-2095",41.91760000,1.33000000,7.40000000,28.17232000000,297.00,"M2.5 V",3759.00,0.440000,2023
"TOI-5789 c","TOI-5789",20.45810000,2.86000000,5.00000000,12.92774800000,718.00,"K1 V",5185.00,0.821000,
"TOI-5789 b","TOI-5789",20.45810000,1.26000000,2.12000000,2.76369000000,1201.00,"K1 V",5185.00,0.821000,2026
"G 196-3 b","G 196-3",21.79120000,12.00000000,8263.53858200,,1670.00,,3517.00,0.519782,2024
"WD 1856+534 b","WD 1856+534",24.73590000,10.40000000,4386.05400000,1.40794050000,163.00,"DC",4710.00,0.518000,2020
"HD 48265 c","HD 48265",90.54460000,12.90000000,1414.33641115,10418.00000000000,,"G5 IV/V",5805.00,1.380000,2026
"TOI-1823 b","TOI-1823",71.64560000,7.54062410,67.40000000,38.80000000000,423.63,,4927.00,0.841400,2024
